9.686964817247763904e+01,4.328692845937646183e+01
1.868696481724776390e+02,9.078692845937646894e+01
5.186964817247763904e+01,6.703692845937646894e+01
1.418696481724776390e+02,1.953692845937647604e+01
1.643696481724776390e+02,7.891192845937646894e+01
7.436964817247763904e+01,3.141192845937647604e+01
2.936964817247763904e+01,5.516192845937646183e+01
1.193696481724776390e+02,7.661928459376474265e+00
1.306196481724776390e+02,7.297442845937646894e+01
4.061964817247763904e+01,2.547442845937647604e+01
8.561964817247763904e+01,4.922442845937646183e+01
1.756196481724776390e+02,9.672442845937646894e+01
1.531196481724776390e+02,6.109942845937646183e+01
6.311964817247763904e+01,1.359942845937647427e+01
1.981196481724776390e+02,8.484942845937646894e+01
1.081196481724776390e+02,3.734942845937647604e+01
1.137446481724776390e+02,8.781817845937646894e+01
2.374464817247763904e+01,4.031817845937647604e+01
6.874464817247763904e+01,6.406817845937646894e+01
1.587446481724776390e+02,1.656817845937647604e+01
1.812446481724776390e+02,5.219317845937646183e+01
9.124464817247763904e+01,9.969317845937646894e+01
4.624464817247763904e+01,7.594317845937646894e+01
1.362446481724776390e+02,2.844317845937647604e+01
1.249946481724776390e+02,5.813067845937646183e+01
3.499464817247763904e+01,1.063067845937647427e+01
7.999464817247763904e+01,8.188067845937646894e+01
1.699946481724776390e+02,3.438067845937647604e+01
1.474946481724776390e+02,7.000567845937646894e+01
5.749464817247763904e+01,2.250567845937647604e+01
1.924946481724776390e+02,4.625567845937646183e+01
1.024946481724776390e+02,9.375567845937646894e+01
1.053071481724776390e+02,6.852130345937646894e+01
1.953071481724776390e+02,2.102130345937647604e+01
6.030714817247763904e+01,4.477130345937646183e+01
1.503071481724776390e+02,9.227130345937646894e+01
1.728071481724776390e+02,5.664630345937646183e+01
8.280714817247763904e+01,9.146303459376474265e+00
3.780714817247763904e+01,8.039630345937646894e+01
1.278071481724776390e+02,3.289630345937647604e+01
1.390571481724776390e+02,5.070880345937646183e+01
4.905714817247763904e+01,9.820880345937646894e+01
9.405714817247763904e+01,7.445880345937646894e+01
1.840571481724776390e+02,2.695880345937647604e+01
1.615571481724776390e+02,8.633380345937646894e+01
7.155714817247763904e+01,3.883380345937647604e+01
2.655714817247763904e+01,6.258380345937646183e+01
1.165571481724776390e+02,1.508380345937647427e+01
1.109321481724776390e+02,6.555255345937646894e+01
2.093214817247763904e+01,1.805255345937647604e+01
6.593214817247763904e+01,8.930255345937646894e+01
1.559321481724776390e+02,4.180255345937647604e+01
1.784321481724776390e+02,7.742755345937646894e+01
8.843214817247763904e+01,2.992755345937647604e+01
4.343214817247763904e+01,5.367755345937646183e+01
1.334321481724776390e+02,6.177553459376474265e+00
1.221821481724776390e+02,8.336505345937646894e+01
3.218214817247763904e+01,3.586505345937647604e+01
7.718214817247763904e+01,5.961505345937646183e+01
1.671821481724776390e+02,1.211505345937647427e+01
1.446821481724776390e+02,4.774005345937646183e+01
5.468214817247763904e+01,9.524005345937646894e+01
1.896821481724776390e+02,7.149005345937646894e+01
9.968214817247763904e+01,2.399005345937647604e+01
1.010883981724776390e+02,8.113849095937646894e+01
1.910883981724776390e+02,3.363849095937647604e+01
5.608839817247763904e+01,5.738849095937646183e+01
1.460883981724776390e+02,9.888490959376474265e+00
1.685883981724776390e+02,4.551349095937646183e+01
7.858839817247763904e+01,9.301349095937646894e+01
3.358839817247763904e+01,6.926349095937646894e+01
1.235883981724776390e+02,2.176349095937647604e+01
1.348383981724776390e+02,6.332599095937646183e+01
4.483839817247763904e+01,1.582599095937647427e+01
8.983839817247763904e+01,8.707599095937646894e+01
1.798383981724776390e+02,3.957599095937647604e+01
1.573383981724776390e+02,7.520099095937646894e+01
6.733839817247763904e+01,2.770099095937647604e+01
2.233839817247763904e+01,5.145099095937646183e+01
1.123383981724776390e+02,9.895099095937646894e+01
1.179633981724776390e+02,5.441974095937646183e+01
2.796339817247763904e+01,6.919740959376474265e+00
7.296339817247763904e+01,7.816974095937646894e+01
1.629633981724776390e+02,3.066974095937647604e+01
1.854633981724776390e+02,9.004474095937646894e+01
9.546339817247763904e+01,4.254474095937647604e+01
5.046339817247763904e+01,6.629474095937646894e+01
1.404633981724776390e+02,1.879474095937647604e+01
1.292133981724776390e+02,7.223224095937646894e+01
3.921339817247763904e+01,2.473224095937647604e+01
8.421339817247763904e+01,4.848224095937646183e+01
1.742133981724776390e+02,9.598224095937646894e+01
1.517133981724776390e+02,6.035724095937646183e+01
6.171339817247763904e+01,1.285724095937647427e+01
1.967133981724776390e+02,8.410724095937646894e+01
1.067133981724776390e+02,3.660724095937647604e+01
1.039008981724776390e+02,5.590411595937646183e+01
1.939008981724776390e+02,8.404115959376474265e+00
5.890089817247763904e+01,7.965411595937646894e+01
1.489008981724776390e+02,3.215411595937647604e+01
1.714008981724776390e+02,6.777911595937646894e+01
8.140089817247763904e+01,2.027911595937647604e+01
3.640089817247763904e+01,4.402911595937646183e+01
1.264008981724776390e+02,9.152911595937646894e+01
1.376508981724776390e+02,8.559161595937646894e+01
4.765089817247763904e+01,3.809161595937647604e+01
9.265089817247763904e+01,6.184161595937646183e+01
1.826508981724776390e+02,1.434161595937647427e+01
1.601508981724776390e+02,4.996661595937646183e+01
7.015089817247763904e+01,9.746661595937646894e+01
2.515089817247763904e+01,7.371661595937646894e+01
1.151508981724776390e+02,2.621661595937647604e+01
1.095258981724776390e+02,7.668536595937646894e+01
1.995258981724776390e+02,2.918536595937647604e+01
6.452589817247763904e+01,5.293536595937646183e+01
1.545258981724776390e+02,5.435365959376474265e+00
1.770258981724776390e+02,6.481036595937646894e+01
8.702589817247763904e+01,1.731036595937647604e+01
4.202589817247763904e+01,8.856036595937646894e+01
1.320258981724776390e+02,4.106036595937647604e+01
1.207758981724776390e+02,4.699786595937646183e+01
3.077589817247763904e+01,9.449786595937646894e+01
7.577589817247763904e+01,7.074786595937646894e+01
1.657758981724776390e+02,2.324786595937647604e+01
1.432758981724776390e+02,8.262286595937646894e+01
5.327589817247763904e+01,3.512286595937647604e+01
1.882758981724776390e+02,5.887286595937646183e+01
9.827589817247763904e+01,1.137286595937647427e+01
9.897902317247763904e+01,7.482989720937646894e+01
1.889790231724776390e+02,2.732989720937647604e+01
5.397902317247763904e+01,5.107989720937646183e+01
1.439790231724776390e+02,9.857989720937646894e+01
1.664790231724776390e+02,6.295489720937646183e+01
7.647902317247763904e+01,1.545489720937647427e+01
3.147902317247763904e+01,8.670489720937646894e+01
1.214790231724776390e+02,3.920489720937647604e+01
1.327290231724776390e+02,4.514239720937646183e+01
4.272902317247763904e+01,9.264239720937646894e+01
8.772902317247763904e+01,6.889239720937646894e+01
1.777290231724776390e+02,2.139239720937647604e+01
1.552290231724776390e+02,8.076739720937646894e+01
6.522902317247763904e+01,3.326739720937647604e+01
2.022902317247763904e+01,5.701739720937646183e+01
1.102290231724776390e+02,9.517397209376474265e+00
1.158540231724776390e+02,5.998614720937646183e+01
2.585402317247763904e+01,1.248614720937647427e+01
7.085402317247763904e+01,8.373614720937646894e+01
1.608540231724776390e+02,3.623614720937647604e+01
1.833540231724776390e+02,7.186114720937646894e+01
9.335402317247763904e+01,2.436114720937647604e+01
4.835402317247763904e+01,4.811114720937646183e+01
1.383540231724776390e+02,9.561114720937646894e+01
1.271040231724776390e+02,8.967364720937646894e+01
3.710402317247763904e+01,4.217364720937647604e+01
8.210402317247763904e+01,6.592364720937646894e+01
1.721040231724776390e+02,1.842364720937647604e+01
1.496040231724776390e+02,5.404864720937646183e+01
5.960402317247763904e+01,6.548647209376474265e+00
1.946040231724776390e+02,7.779864720937646894e+01
1.046040231724776390e+02,3.029864720937647604e+01
1.074165231724776390e+02,4.959552220937646183e+01
1.974165231724776390e+02,9.709552220937646894e+01
6.241652317247763904e+01,7.334552220937646894e+01
1.524165231724776390e+02,2.584552220937647604e+01
1.749165231724776390e+02,8.522052220937646894e+01
8.491652317247763904e+01,3.772052220937647604e+01
3.991652317247763904e+01,6.147052220937646183e+01
1.299165231724776390e+02,1.397052220937647427e+01
1.411665231724776390e+02,6.740802220937646894e+01
5.116652317247763904e+01,1.990802220937647604e+01
9.616652317247763904e+01,4.365802220937646183e+01
1.861665231724776390e+02,9.115802220937646894e+01
1.636665231724776390e+02,5.553302220937646183e+01
7.366652317247763904e+01,8.033022209376474265e+00
2.866652317247763904e+01,7.928302220937646894e+01
1.186665231724776390e+02,3.178302220937647604e+01
1.130415231724776390e+02,8.225177220937646894e+01
2.304152317247763904e+01,3.475177220937647604e+01
6.804152317247763904e+01,5.850177220937646183e+01
1.580415231724776390e+02,1.100177220937647427e+01
1.805415231724776390e+02,4.662677220937646183e+01
9.054152317247763904e+01,9.412677220937646894e+01
4.554152317247763904e+01,7.037677220937646894e+01
1.355415231724776390e+02,2.287677220937647604e+01
1.242915231724776390e+02,6.443927220937646894e+01
3.429152317247763904e+01,1.693927220937647604e+01
7.929152317247763904e+01,8.818927220937646894e+01
1.692915231724776390e+02,4.068927220937647604e+01
1.467915231724776390e+02,7.631427220937646894e+01
5.679152317247763904e+01,2.881427220937647604e+01
1.917915231724776390e+02,5.256427220937646183e+01
1.017915231724776390e+02,5.064272209376474265e+00
1.003852731724776390e+02,6.221270970937646183e+01
1.903852731724776390e+02,1.471270970937647427e+01
5.538527317247763904e+01,8.596270970937646894e+01
1.453852731724776390e+02,3.846270970937647604e+01
1.678852731724776390e+02,7.408770970937646894e+01
7.788527317247763904e+01,2.658770970937647604e+01
3.288527317247763904e+01,5.033770970937646183e+01
1.228852731724776390e+02,9.783770970937646894e+01
1.341352731724776390e+02,8.002520970937646894e+01
4.413527317247763904e+01,3.252520970937647604e+01
8.913527317247763904e+01,5.627520970937646183e+01
1.791352731724776390e+02,8.775209709376474265e+00
1.566352731724776390e+02,4.440020970937646183e+01
6.663527317247763904e+01,9.190020970937646894e+01
2.163527317247763904e+01,6.815020970937646894e+01
1.116352731724776390e+02,2.065020970937647604e+01
1.172602731724776390e+02,7.111895970937646894e+01
2.726027317247763904e+01,2.361895970937647604e+01
7.226027317247763904e+01,4.736895970937646183e+01
1.622602731724776390e+02,9.486895970937646894e+01
1.847602731724776390e+02,5.924395970937646183e+01
9.476027317247763904e+01,1.174395970937647427e+01
4.976027317247763904e+01,8.299395970937646894e+01
1.397602731724776390e+02,3.549395970937647604e+01
1.285102731724776390e+02,5.330645970937646183e+01
3.851027317247763904e+01,5.806459709376474265e+00
8.351027317247763904e+01,7.705645970937646894e+01
1.735102731724776390e+02,2.955645970937647604e+01
1.510102731724776390e+02,8.893145970937646894e+01
6.101027317247763904e+01,4.143145970937647604e+01
