5.519887474576759701e+01,2.197433103271299615e+01,1.163984863594948749e+01,9.160696908040812048e+00
1.451988747457675970e+02,6.947433103271299615e+01,1.913984863594948749e+01,2.866069690804081205e+01
1.901988747457675970e+02,4.572433103271299615e+01,2.288984863594948749e+01,1.891069690804081205e+01
1.001988747457675970e+02,9.322433103271299615e+01,1.538984863594948749e+01,3.841069690804081205e+01
1.226988747457675970e+02,5.759933103271299615e+01,2.101484863594948749e+01,1.403569690804081205e+01
3.269887474576759701e+01,1.009933103271298549e+01,1.351484863594948749e+01,3.353569690804081205e+01
1.676988747457675970e+02,3.384933103271299615e+01,1.726484863594948749e+01,2.378569690804081205e+01
7.769887474576759701e+01,8.134933103271299615e+01,2.476484863594948749e+01,4.285696908040808495e+00
8.894887474576759701e+01,5.166183103271299615e+01,1.632734863594948749e+01,3.597319690804081205e+01
1.789488747457675970e+02,9.916183103271299615e+01,2.382734863594948749e+01,1.647319690804081205e+01
4.394887474576759701e+01,2.791183103271299615e+01,2.007734863594948749e+01,6.723196908040808495e+00
1.339488747457675970e+02,7.541183103271299615e+01,1.257734863594948749e+01,2.622319690804081205e+01
1.114488747457675970e+02,3.978683103271299615e+01,1.070234863594948571e+01,3.109819690804081205e+01
2.144887474576759345e+01,8.728683103271299615e+01,1.820234863594948749e+01,1.159819690804081205e+01
1.564488747457675970e+02,6.353683103271299615e+01,1.445234863594948749e+01,1.848196908040808495e+00
6.644887474576759701e+01,1.603683103271298549e+01,2.195234863594948749e+01,2.134819690804081205e+01
7.207387474576759701e+01,6.650558103271299615e+01,2.429609863594948749e+01,2.500444690804081205e+01
1.620738747457675970e+02,1.900558103271298549e+01,1.679609863594948749e+01,5.504446908040808495e+00
2.707387474576759345e+01,4.275558103271299615e+01,1.304609863594948749e+01,1.525444690804081205e+01
1.170738747457675970e+02,9.025558103271299615e+01,2.054609863594948749e+01,3.475444690804081205e+01
1.395738747457675970e+02,3.088058103271299615e+01,1.867109863594948749e+01,2.012944690804081205e+01
4.957387474576759701e+01,7.838058103271299615e+01,1.117109863594948571e+01,3.962944690804081205e+01
1.845738747457675970e+02,5.463058103271299615e+01,2.242109863594948749e+01,1.037944690804081205e+01
9.457387474576759701e+01,7.130581032712985490e+00,1.492109863594948749e+01,2.987944690804081205e+01
8.332387474576759701e+01,3.681808103271299615e+01,1.960859863594948749e+01,3.066946908040808495e+00
1.733238747457675970e+02,8.431808103271299615e+01,1.210859863594948749e+01,2.256694690804081205e+01
3.832387474576759701e+01,6.056808103271299615e+01,1.585859863594948749e+01,3.231694690804081205e+01
1.283238747457675970e+02,1.306808103271298549e+01,2.335859863594948749e+01,1.281694690804081205e+01
1.058238747457675970e+02,4.869308103271299615e+01,1.398359863594948749e+01,7.941946908040808495e+00
1.958238747457675970e+02,9.619308103271299615e+01,2.148359863594948749e+01,2.744194690804081205e+01
1.508238747457675970e+02,2.494308103271299615e+01,1.023359863594948571e+01,3.719194690804081205e+01
6.082387474576759701e+01,7.244308103271299615e+01,1.773359863594948749e+01,1.769194690804081205e+01
6.363637474576759701e+01,4.720870603271299615e+01,2.078047363594948749e+01,3.170757190804081205e+01
1.536363747457675970e+02,9.470870603271299615e+01,1.328047363594948749e+01,1.220757190804081205e+01
1.986363747457675970e+02,2.345870603271299615e+01,1.703047363594948749e+01,2.457571908040808495e+00
1.086363747457675970e+02,7.095870603271299615e+01,2.453047363594948749e+01,2.195757190804081205e+01
1.311363747457675970e+02,3.533370603271299615e+01,1.515547363594948749e+01,3.658257190804081205e+01
4.113637474576759701e+01,8.283370603271299615e+01,2.265547363594948749e+01,1.708257190804081205e+01
1.761363747457675970e+02,5.908370603271299615e+01,1.140547363594948571e+01,7.332571908040808495e+00
8.613637474576759701e+01,1.158370603271298549e+01,1.890547363594948749e+01,2.683257190804081205e+01
